"X","V1","V3","V4","V5","V6","C1","C2","C3","C4","C5"
219,0,0,0,-0.37786573,0,0,3,0,0,0
221,0.634390727005009,0.340559607641916,1.37174342029614,-0.37786573,2.09640884,1,3,1,1,1
226,0.574236309098296,1.51763905810472,0.935849996226642,0.13889721,1.64239006,1,3,1,1,1
245,0,0,0,-0.37786573,0,0,3,0,0,0
252,0,0,0,-0.37786573,0,0,3,0,0,0
264,1.09382626055188,0.126848204792475,0,-0.37786573,0,1,2,1,0,0
273,0,0,0,-0.37786573,0,0,3,0,0,0
275,0.419716453550985,0.711417192825003,0.709473020830625,0.59804084,2.03546674,1,3,1,1,1
277,0.788569863126506,0.0863273364205491,1.17703637939542,-0.37786573,1.95624194,1,1,1,1,1
294,0,0,0,-0.37786573,0,0,3,0,0,0
298,0.881569390469576,0.203273686557643,0,-0.37786573,0,1,1,1,0,0
313,0,0,0,-0.37786573,0,0,3,0,0,0
316,0.259214694390122,1.01457132109558,0.825733255262241,0.23243805,1.63020164,1,3,1,1,1
328,0,0,0,-0.37786573,0,0,3,0,0,0
331,0.498158394103466,0.642712038906618,1.03398515916049,-0.37786573,2.42854334,1,3,1,1,1
337,0,0,0,-0.37786573,0,0,3,0,0,0
352,0.550198737228832,0.711417192825003,1.15068431559808,-0.37786573,2.47729704,1,3,1,1,1
364,0,0,0,-0.37786573,0,0,3,0,0,0
372,0.781617224427586,0.489280279392144,0.96520640054852,0.75015583,1.62715453,1,1,1,1,1
374,0.743616819336323,0.372125874164298,0,-0.37786573,0,1,3,1,0,0
378,1.02094286668951,0.0863273364205491,0.980834260499189,3.6836045,1.80083957,1,1,1,1,1
379,0.680294973634181,0.929314757845298,0,-0.37786573,0,1,3,1,0,0
399,0,0,0,-0.37786573,0,0,3,0,0,0
401,0.530464076409779,0.307964342054138,0.950472826327364,-0.37786573,2.39197814,1,3,1,1,1
406,0.894740051142431,0.489280279392144,1.0871598086536,-0.37786573,1.94405354,1,1,1,1,1
415,0.574617778041098,0.568935940069666,0.729609385795496,1.1337358,1.77036851,1,3,1,1,1
425,0,2.04927016261391,0,-0.37786573,0,0,3,1,0,0
429,1.2741907227364,0.711417192825003,1.34319016801025,0.22907967,2.23962284,1,1,1,1,1
438,0.617726363848966,0.516543280767389,0,-0.37786573,0,1,3,1,0,0
439,0,0,0,-0.37786573,0,0,3,0,0,0
446,0,0,0,-0.37786573,0,0,3,0,0,0
449,0,0,0,-0.37786573,0,0,3,0,0,0
450,0.254892078628775,0,0.655313328030737,-0.37786573,1.42299844,1,3,0,1,1
459,0.513073702941357,1.55641037195284,0.723692787012156,-0.37786573,1.89834695,1,3,1,1,1
465,0.628354825075829,1.24688451562635,1.06136391850032,-0.37786573,1.72770902,1,3,1,1,1
467,0.576808404832915,0.73330851849469,0,-0.37786573,0,1,3,1,0,0
469,0.43988402259529,0.461253124571302,0.950635921261406,-0.37786573,1.94100644,1,3,1,1,1
470,0,0,0,-0.37786573,0,0,3,0,0,0
479,0,0,0,-0.37786573,0,0,3,0,0,0
488,0.638155930840179,0.239402149087367,0.533358051176962,3.0694156,1.26150183,1,3,1,1,1
495,0.776098052345066,0.543082695024646,1.14438948984828,-0.37786573,1.86482879,1,3,1,1,1
497,1.09801561736185,0.0863273364205491,0,-0.37786573,0,1,2,1,0,0
520,0.402423888283641,0.711417192825003,1.02099792656431,0.7316518,2.02937254,1,3,1,1,1
528,0.722787445502731,0.165790874841792,0.846216854882664,2.4231903,1.89529985,1,3,1,1,1
529,0,0,0,-0.37786573,0,0,3,0,0,0
538,0.262477004265967,0.666142180837032,1.1330395282568,0.79088446,1.34072658,1,3,1,1,1
540,0,0,0,-0.37786573,0,0,3,0,0,0
549,0.578329493720172,0.543082695024646,1.08900759424246,-0.37786573,2.07507914,1,3,1,1,1
551,0,0,0,-0.37786573,0,0,3,0,0,0
552,1.28469861647663,0.126848204792475,1.24648011550194,-0.37786573,1.23712498,1,2,1,1,1
553,0.218396960052328,1.33369934354242,0.785965321449419,0.037388443,1.70942639,1,3,1,1,1
563,0.592478294199858,0.711417192825003,0.833280488752891,0.27896154,2.30665914,1,3,1,1,1
565,0.855920186777497,0.203273686557643,0.771830071794346,-0.37786573,1.45956371,1,3,1,1,1
569,0.686196822684588,0.402726129194381,1.09311726866164,1.4947949,1.84654615,1,3,1,1,1
572,0,0,0,-0.37786573,0,0,3,0,0,0
574,0,0,0,-0.37786573,0,0,3,0,0,0
576,0,0,0,-0.37786573,0,0,3,0,0,0
587,0.789185540631201,0.307964342054138,0,-0.37786573,0,1,3,1,0,0
588,0.324971448215403,0.946957494857731,0,-0.37786573,0,1,3,1,0,0
592,0.703947595533756,0.516543280767389,0.831444947204955,0.4332496,2.01108984,1,1,1,1,1
599,0.64945570321722,0.666142180837032,0.92184972400653,0.14235437,2.00804274,1,3,1,1,1
602,0.741359620736147,0.340559607641916,0,-0.37786573,0,1,3,1,0,0
608,0,0,0,-0.37786573,0,0,3,0,0,0
625,0.510738741991879,0.239402149087367,0.834196997616202,1.4231494,2.11773854,1,3,1,1,1
627,0.224775674675964,0.489280279392144,0.931204983448089,2.0986783,1.56621241,1,3,1,1,1
631,0.975502580195916,0.274270731105495,0,-0.37786573,0,1,1,1,0,0
639,0.414694281299874,0.402726129194381,1.00999365710019,-0.37786573,2.07203194,1,3,1,1,1
646,0,0,0,-0.37786573,0,0,3,0,0,0
656,0.644044190965742,0.618719727377594,1.43237446352988,0.17169083,2.16953934,1,3,1,1,1
661,0.756497735407403,0.489280279392144,0.983204871494319,0.74541458,1.69723797,1,1,1,1,1
662,0.457296864165873,0.618719727377594,1.02841828897254,-0.37786573,1.81302799,1,3,1,1,1
673,0.522158449226015,0.998091623497611,1.30330833968665,0.22733463,2.12078564,1,3,1,1,1
682,0.23111395111963,2.15394395754826,1.08730205172834,0.23141737,1.54792978,1,3,1,1,1
703,0,0,0,-0.37786573,0,0,3,0,0,0
712,0.843609916847061,0.516543280767389,0,-0.37786573,0,1,3,1,0,0
713,0.606983723802511,0.568935940069666,0,-0.37786573,0,1,3,1,0,0
721,0,0,0,-0.37786573,0,0,3,0,0,0
723,0,0,0,-0.37786573,0,0,3,0,0,0
727,0,0,0,-0.37786573,0,0,3,0,0,0
728,0.383904377052868,0.6890358957988,1.06994022898748,0.65621988,1.82216931,1,3,1,1,1
739,0.898195532812419,0.461253124571302,0,-0.37786573,0,1,1,1,0,0
741,1.42409091641084,0.0863273364205491,0,-0.37786573,0,1,3,1,0,0
747,0,0,0,-0.37786573,0,0,3,0,0,0
757,0.740794525293268,0.203273686557643,1.08673289052717,1.6209318,2.42244914,1,3,1,1,1
760,0,0,0,-0.37786573,0,0,3,0,0,0
772,0,0,0,-0.37786573,0,0,3,0,0,0
774,0.600686696662537,0.543082695024646,0,-0.37786573,0,1,3,1,0,0
776,0.851158882752343,0.372125874164298,0.987300666919964,0.84145775,1.60277768,1,1,1,1,1
785,0.95296409559376,0.239402149087367,1.04680588371448,2.1639033,2.09945594,1,3,1,1,1
786,0,0,0,-0.37786573,0,0,3,0,0,0
790,0,0,0,-0.37786573,0,0,3,0,0,0
793,0.605135769521089,0.372125874164298,1.18687083067959,1.1425598,2.21219884,1,3,1,1,1
798,0,0,0,-0.37786573,0,0,3,0,0,0
803,0.984529526049596,0.489280279392144,1.33877513334354,0.12618804,2.14516254,1,3,1,1,1
804,0,0,0,-0.37786573,0,0,3,0,0,0
805,0.925887614133113,0.0863273364205491,0,-0.37786573,0,1,3,1,0,0
809,0.731383288956703,0.239402149087367,0,-0.37786573,0,1,3,1,0,0
818,0.681152470787542,0.165790874841792,0,-0.37786573,0,1,3,1,0,0
819,0.349512456456496,0.372125874164298,0.86184362734626,1.4954864,2.42854334,1,3,1,1,1
820,0.568880408212411,0.307964342054138,0.919160637751857,1.6319948,2.20001044,1,3,1,1,1
826,0,0,0,-0.37786573,0,0,3,0,0,0
827,0.500933523877367,1.32174919196022,0.935518923625589,-0.37786573,1.15180602,1,3,1,1,1
833,0.675479324118153,0.568935940069666,0.998556095002595,-0.37786573,2.32494174,1,3,1,1,1
834,0.829004453102492,0.461253124571302,1.09565965058601,0.4363775,2.09945594,1,3,1,1,1
837,0,0,0,-0.37786573,0,0,3,0,0,0
842,0,0,0,-0.37786573,0,0,3,0,0,0
848,0.574617778041098,0.568935940069666,0.823698662658013,-0.37786573,1.77341561,1,1,1,1,1
849,0,0,0,-0.37786573,0,0,3,0,0,0
850,0.963489291064473,0.307964342054138,1.14371749711697,-0.37786573,1.73989745,1,1,1,1,1
851,0,0,0,-0.37786573,0,0,3,0,0,0
859,0.478933588211377,0.711417192825003,0,-0.37786573,0,1,3,1,0,0
862,0,0,0,-0.37786573,0,0,3,0,0,0
867,0.582973487402959,0.340559607641916,0.725736952728977,1.5363138,2.15735094,1,3,1,1,1
875,0.410770635540566,0.432417741836329,1.12389329722531,-0.37786573,1.62715453,1,3,1,1,1
879,0,0,0,-0.37786573,0,0,3,0,0,0
880,0,0,0,-0.37786573,0,0,3,0,0,0
883,0,0,0,-0.37786573,0,0,3,0,0,0
885,0,0,0,-0.37786573,0,0,3,0,0,0
886,0,0,0,-0.37786573,0,0,3,0,0,0
892,0.338706453185296,1.72246638661082,0.55369450310746,-0.12091651,2.33103594,1,3,1,1,1
901,0.835709814725213,0.165790874841792,1.22836229293009,-0.37786573,1.98671304,1,1,1,1,1
907,0,0,0,-0.37786573,0,0,3,0,0,0
919,0.528968157398291,0.274270731105495,0.997778548720423,-0.37786573,2.08117334,1,3,1,1,1
928,0,0,0,-0.37786573,0,0,3,0,0,0
932,0,0,0,-0.37786573,0,0,3,0,0,0
934,1.61197106529154,0.0863273364205491,0,-0.37786573,0,1,3,1,0,0
942,0.827598743447928,0.372125874164298,0.958756826920151,0.61842161,1.60277768,1,3,1,1,1
946,0.909378199276073,0.274270731105495,1.17469292693124,-0.37786573,1.83740484,1,1,1,1,1
956,0,0,0,-0.37786573,0,0,3,0,0,0
957,0.662988685588655,0.239402149087367,0,-0.37786573,0,1,3,1,0,0
958,0.605228248412145,0.998091623497611,0,-0.37786573,0,1,3,1,0,0
963,0,0,0,-0.37786573,0,0,3,0,0,0
966,0,0,0,-0.37786573,0,0,3,0,0,0
972,0,0,0,-0.37786573,0,0,3,0,0,0
976,0,0,0,-0.37786573,0,0,3,0,0,0
978,0,0,0,-0.37786573,0,0,3,0,0,0
979,1.01260937391855,0.203273686557643,1.19111114160583,-0.37786573,1.7673214,1,1,1,1,1
989,0.73796424813791,0.489280279392144,0,-0.37786573,0,1,1,1,0,0
991,0.448466102882096,0.402726129194381,0.87283278712094,1.4310186,2.19086914,1,3,1,1,1
1005,0.543925918000648,0.594137604921084,0.812152868472347,-0.37786573,2.15430384,1,3,1,1,1
1008,0,0,0,-0.37786573,0,0,3,0,0,0
1010,0,0,0,-0.37786573,0,0,3,0,0,0
1011,1.11359909666893,0.340559607641916,0,-0.37786573,0,1,3,1,0,0
1018,0.688071269894468,0.203273686557643,0.900303311411981,-0.37786573,2.12383274,1,3,1,1,1
1023,0,0,0,-0.37786573,0,0,3,0,0,0
1024,0,0,0,-0.37786573,0,0,3,0,0,0
1028,0.530962219406181,0.816374772130568,0.990909940467113,0.53851186,2.27009384,1,3,1,1,1
1035,0.67159273352319,0.618719727377594,0.804443860777985,-0.37786573,2.14516254,1,3,1,1,1
1038,0.431997704937615,0.489280279392144,1.0401178721857,0.8364531,1.86787589,1,3,1,1,1
1059,0,0,0,-0.37786573,0,0,3,0,0,0
1060,1.87417586823517,0.0440949302180896,0,-0.37786573,0,1,3,1,0,0
1067,2.06776077638822,0.0440949302180896,0,-0.37786573,0,1,3,1,0,0
1078,0.493515996840423,1.06244108396717,0.916633033282343,0.14235437,1.90444116,1,3,1,1,1
1091,1.17701140638737,0.126848204792475,1.08559362913869,1.7961933,1.39862159,1,1,1,1,1
1092,0.732930865022829,0.165790874841792,0,-0.37786573,0,1,3,1,0,0
1095,1.85276052528227,0.126848204792475,1.4168419098274,1.9188402,1.64848427,1,1,1,1,1
1099,1.5734958914506,0.0440949302180896,1.41140460600195,9.6565874,1.62410742,1,1,1,1,1
1105,1.11587696606614,0.340559607641916,1.35892477018064,-0.37786573,1.84959326,1,1,1,1,1
1112,0.57813948413432,0.165790874841792,1.23402873055369,4.2351366,2.20305754,1,3,1,1,1
1137,0,0,0,-0.37786573,0,0,3,0,0,0
1138,0,0,0,-0.37786573,0,0,3,0,0,0
1141,1.18034686278967,0.126848204792475,0,-0.37786573,0,1,1,1,0,0
1144,0,0,0,-0.37786573,0,0,3,0,0,0
1145,0.602079159413491,0.6890358957988,0,-0.37786573,0,1,3,1,0,0
1155,0.983326408771373,0.432417741836329,0,-0.37786573,0,1,1,1,0,0
1159,1.04386609954391,0.203273686557643,1.11576931159407,-0.37786573,1.2980671,1,2,1,1,1
1161,0.589758424705481,0.432417741836329,1.09453051957136,0.71755976,2.11469144,1,3,1,1,1
1167,0.569263925466593,0.126848204792475,1.07095288659011,-0.37786573,2.51386234,1,3,1,1,1
1172,0.569359781802438,1.19366776027948,0,-0.37786573,0,1,3,1,0,0
1173,0.540380088134049,0.239402149087367,0,-0.37786573,0,1,3,1,0,0
1174,1.00550807160452,0.340559607641916,1.05653476671971,-0.37786573,1.91358248,1,1,1,1,1
1176,0.864162609114349,0.489280279392144,0,-0.37786573,0,1,1,1,0,0
1177,0,0,0,-0.37786573,0,0,3,0,0,0
1183,0.538701287995028,0.964294365857418,0,-0.37786573,0,1,3,1,0,0
1188,0,0,0,-0.37786573,0,0,3,0,0,0
1196,0.946279833756538,0.642712038906618,0.865224123370365,-0.37786573,1.94405354,1,3,1,1,1
1210,0.338947855460897,0.618719727377594,0.584503051405866,-0.37786573,1.83131062,1,3,1,1,1
1212,0.750437973692924,0.307964342054138,1.06529778878173,-0.37786573,2.23657574,1,3,1,1,1
1233,0,0,0,-0.37786573,0,0,3,0,0,0
1236,1.0172748824006,0.666142180837032,0.980201145793681,-0.37786573,1.32549105,1,2,1,1,1
1238,0.58637171043714,0.618719727377594,0,-0.37786573,0,1,3,1,0,0
1239,0,0,0,-0.37786573,0,0,3,0,0,0
1243,0.751956357806612,0.816374772130568,0.708434703626076,2.0104713,1.86787589,1,3,1,1,1
1250,0.574140919149144,0.203273686557643,0,-0.37786573,0,1,3,1,0,0
1254,0,0,0,-0.37786573,0,0,3,0,0,0
1256,0.4667940402712,0.203273686557643,0,-0.37786573,0,1,3,1,0,0
1263,0,0,0,-0.37786573,0,0,3,0,0,0
1272,0.431447724058659,0.274270731105495,0.754917118016662,1.3740248,1.90139406,1,3,1,1,1
1277,0.470821694539059,0.816374772130568,0.680839369232097,0.090661615,1.92577091,1,3,1,1,1
1282,0,0,0,-0.37786573,0,0,3,0,0,0
1287,0.423050612736636,0.340559607641916,0.901331770425975,-0.37786573,2.42244914,1,3,1,1,1
1293,0.289975330923365,0.855455969479736,0,-0.37786573,0,1,3,1,0,0
1298,0.930240022555093,0.666142180837032,0,-0.37786573,0,1,1,1,0,0
1300,0,0,0,-0.37786573,0,0,3,0,0,0
1306,0.659403600888788,0.543082695024646,1.00274443405876,-0.37786573,2.23657574,1,3,1,1,1
1309,0.571657580510583,0.754730862331323,0.876703316613874,-0.37786573,1.75818008,1,3,1,1,1
1317,0.590321763267584,0.165790874841792,0.899788687018133,-0.37786573,2.41635494,1,3,1,1,1
1325,0,0,0,-0.37786573,0,0,3,0,0,0
1334,0,0,0,-0.37786573,0,0,3,0,0,0
1340,0,0,0,-0.37786573,0,0,3,0,0,0
1349,0.453752396650491,0.775703897769343,0,-0.37786573,0,1,3,1,0,0
1350,0,0,0,-0.37786573,0,0,3,0,0,0
1362,0.7022705557181,0.372125874164298,0.825178777177497,-0.37786573,1.97452464,1,3,1,1,1
1364,0,0,0,-0.37786573,0,0,3,0,0,0
1369,0.517424487295686,1.07790165305712,1.08730205172834,0.096555248,1.96538324,1,3,1,1,1
1371,1.05022711947714,0.489280279392144,0,-0.37786573,0,1,3,1,0,0
1376,0,0,0,-0.37786573,0,0,3,0,0,0
1379,0.247778156368518,0.274270731105495,1.02917238156134,3.5004739,1.63324874,1,3,1,1,1
1385,0.880657063018226,0.432417741836329,0,-0.37786573,0,1,3,1,0,0
1386,0,0,0,-0.37786573,0,0,3,0,0,0
1388,0.32729410326109,1.22063009906933,1.05800060189274,0.49343709,2.19696334,1,3,1,1,1
1389,0,0,0,-0.37786573,0,0,3,0,0,0
1394,0,0,0,-0.37786573,0,0,3,0,0,0
1395,1.42653443915959,0.0440949302180896,0,-0.37786573,0,1,3,1,0,0
1397,0,0,0,-0.37786573,0,0,3,0,0,0
1399,0,0,0,-0.37786573,0,0,3,0,0,0
1405,0.596031100398718,1.09312679414905,0.548100396728248,-0.37786573,2.23048154,1,3,1,1,1
1417,1.05895937439605,0.274270731105495,1.08245389208966,-0.37786573,1.74903877,1,2,1,1,1
1421,0.982565795598489,0.372125874164298,0,-0.37786573,0,1,2,1,0,0
1423,0.673062777468695,0.642712038906618,0,-0.37786573,0,1,3,1,0,0
1428,0.655541840388911,0.911355155932882,0.937834129424752,0.22104589,2.23048154,1,3,1,1,1
1440,0.524466926672757,0.239402149087367,0,-0.37786573,0,1,3,1,0,0
1449,1.0939964252762,0.372125874164298,0,-0.37786573,0,1,3,1,0,0
1454,0.652106401691473,0.165790874841792,1.22067375875713,3.176785,2.52300364,1,3,1,1,1
1470,0,0,0,-0.37786573,0,0,3,0,0,0
1471,0,0,0,-0.37786573,0,0,3,0,0,0
1472,0,0,0,-0.37786573,0,0,3,0,0,0
1473,0.795474491700505,0.6890358957988,1.07686367617033,-0.05164163,2.15125674,1,1,1,1,1
1476,0.328392432741167,0.642712038906618,0,-0.37786573,0,1,3,1,0,0
1480,0.478198856448728,0.775703897769343,1.14961563685866,-0.37786573,1.89834695,1,3,1,1,1
1484,0.459545918759788,0.489280279392144,0.963597903620371,0.60347352,1.77646272,1,3,1,1,1
1490,0.382634358674383,0.775703897769343,0,-0.37786573,0,1,3,1,0,0
1493,0.544613927489365,0.543082695024646,0,-0.37786573,0,1,3,1,0,0
1511,1.23240267441768,0.165790874841792,0.878282408599162,2.0922908,1.36510343,1,1,1,1,1
1513,0.422495694231533,0.489280279392144,0.770073452573116,-0.37786573,2.28532944,1,3,1,1,1
1516,1.12157661839376,0.340559607641916,0,-0.37786573,0,1,2,1,0,0
1524,0,0,0,-0.37786573,0,0,3,0,0,0
1528,0,0,0,-0.37786573,0,0,3,0,0,0
1532,0,0,0,-0.37786573,0,0,3,0,0,0
1536,0.84876970241041,0.372125874164298,1.06369699919592,0.75015583,2.20610464,1,1,1,1,1
1541,0.245793055740768,0.516543280767389,0.919160637751857,1.4923585,1.85873458,1,3,1,1,1
1546,0,0,0,-0.37786573,0,0,3,0,0,0
1549,0,0,0,-0.37786573,0,0,3,0,0,0
1551,1.0282387216024,0.274270731105495,0,-0.37786573,0,1,2,1,0,0
1552,0.449331085807203,0.711417192825003,0,-0.37786573,0,1,3,1,0,0
1553,0,0,0,-0.37786573,0,0,3,0,0,0
1556,0,0,0,-0.37786573,0,0,3,0,0,0
1557,0,0,0,-0.37786573,0,0,3,0,0,0
1577,0.764178942097222,0.489280279392144,0.653558934554739,-0.37786573,1.6088719,1,1,1,1,1
1578,0,0,0,-0.37786573,0,0,3,0,0,0
1589,0.375212985709069,0.340559607641916,0.537557161213696,-0.37786573,1.10305232,1,3,1,1,1
1599,0,0,0,-0.37786573,0,0,3,0,0,0
1601,0.565614560410745,0.239402149087367,0,-0.37786573,0,1,3,1,0,0
1602,0.684831374892369,0.307964342054138,0,-0.37786573,0,1,3,1,0,0
1609,0,0,0,-0.37786573,0,0,3,0,0,0
1611,1.8488752473443,0.165790874841792,0,-0.37786573,0,1,3,1,0,0
1612,0.549025577082707,0.432417741836329,0.8138371647222,1.211275,2.13297414,1,3,1,1,1
1620,0,0,0,-0.37786573,0,0,3,0,0,0
1625,1.88947454585757,0.0440949302180896,0,-0.37786573,0,1,3,1,0,0
1630,1.02678380061789,0.274270731105495,1.28316406500595,0.53525225,2.10859724,1,1,1,1,1
1632,0.683464060102899,0.666142180837032,0,-0.37786573,0,1,3,1,0,0
1633,0.579563677100754,0.340559607641916,0.964724123836523,-0.37786573,2.23352864,1,3,1,1,1
1637,1.08407774541778,0.489280279392144,1.2144299423742,0.58658283,1.49308187,1,1,1,1,1
1641,1.0359627272112,0.340559607641916,0,-0.37786573,0,1,3,1,0,0
1647,0.811101254921709,0.543082695024646,1.20650687585287,-0.37786573,2.05374934,1,3,1,1,1
1651,0,0,0,-0.37786573,0,0,3,0,0,0
1653,0.510637099996502,0.489280279392144,1.01978119447221,-0.37786573,2.58089864,1,3,1,1,1
1655,0.959668852558619,0.126848204792475,0,-0.37786573,0,1,2,1,0,0
1657,0.657825588345163,0.165790874841792,1.04041606943557,-0.37786573,2.00194854,1,3,1,1,1
1668,0.544024234056257,0.239402149087367,0,-0.37786573,0,1,3,1,0,0
1669,0.560308884831125,0.239402149087367,0,-0.37786573,0,1,3,1,0,0
1670,0,0,0,-0.37786573,0,0,3,0,0,0
1671,0.782082241499251,0.754730862331323,1.10212765252985,0.57766006,2.32798884,1,3,1,1,1
1675,0,0,0,-0.37786573,0,0,3,0,0,0
1681,0,0,0,-0.37786573,0,0,3,0,0,0
1685,0.525869481942497,0.340559607641916,0,-0.37786573,0,1,3,1,0,0
1689,0.818375766960717,0.307964342054138,0,-0.37786573,0,1,1,1,0,0
1690,0,0,0,-0.37786573,0,0,3,0,0,0
1694,0,0,0,-0.37786573,0,0,3,0,0,0
1695,0,0,0,-0.37786573,0,0,3,0,0,0
1697,0.747153578401566,0.568935940069666,0,-0.37786573,0,1,3,1,0,0
1703,0.444673000666442,1.39139743575772,1.38988046087101,-0.37786573,1.82826352,1,3,1,1,1
1707,0,1.65587608808383,0,-0.37786573,0,0,3,1,0,0
1713,0.553807341811515,0.307964342054138,0,-0.37786573,0,1,3,1,0,0
1715,0.902601196300252,0.239402149087367,0.638075259831487,-0.37786573,1.49308187,1,1,1,1,1
1720,0.194003094514007,1.16595823093356,0.856661790203687,0.42268057,1.63324874,1,3,1,1,1
1721,0.578044465744713,0.711417192825003,0,-0.37786573,0,1,3,1,0,0
1723,0,0,0,-0.37786573,0,0,3,0,0,0
1725,0.456653353311576,0.543082695024646,0.885270579460387,-0.37786573,2.50472104,1,3,1,1,1
1736,0.562917007195741,0.775703897769343,0.698621449371176,-0.37786573,2.09031464,1,3,1,1,1
1743,0,0,0,-0.37786573,0,0,3,0,0,0
1746,0.937363751879694,0.568935940069666,0,-0.37786573,0,1,3,1,0,0
1757,0,0,0,-0.37786573,0,0,3,0,0,0
1763,0.503393856467347,0.274270731105495,0,-0.37786573,0,1,3,1,0,0
1764,0.698149881160065,0.543082695024646,0,-0.37786573,0,1,3,1,0,0
1766,0,0,0,-0.37786573,0,0,3,0,0,0
1771,0,0,0,-0.37786573,0,0,3,0,0,0
1793,0.442499034549416,0.711417192825003,1.13832517235227,-0.37786573,1.76427429,1,3,1,1,1
1799,0.588630794080371,0.8744383483521,1.19558885201113,-0.37786573,2.05374934,1,3,1,1,1
1800,0,0,0,-0.37786573,0,0,3,0,0,0
1805,0.800659887591557,0.8744383483521,0.776887482161091,0.25653939,2.34017734,1,3,1,1,1
1808,0.722787445502731,0.307964342054138,0.89065302452239,2.1703896,1.84349905,1,3,1,1,1
1833,0.498775756848648,0.203273686557643,0,-0.37786573,0,1,3,1,0,0
1836,0,0,0,-0.37786573,0,0,3,0,0,0
1849,0,0,0,-0.37786573,0,0,3,0,0,0
1853,0,0,0,-0.37786573,0,0,3,0,0,0
1856,0,0,0,-0.37786573,0,0,3,0,0,0
1858,0.527469997260152,0.543082695024646,1.05403786327147,-0.37786573,2.18477494,1,3,1,1,1
1865,0.413910782781288,0.711417192825003,0.842589705829709,0.37381939,1.92881801,1,3,1,1,1
